,Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min,Label
39,172.217.2.110-10.42.0.211-443-57088-6,10.42.0.211,57088,172.217.2.110,443,6,16/06/2017 03:55:41,550724,9,12,631,5500,311,0,70.11111111,115.1047832,1418,0,458.3333333,597.0161157,11132.61815,38.1316231,27536.2,40908.21578,171100,7,550724,68840.5,76309.29742,171100,19,507267,46115.18182,73458.22123,248707,7,0,0,0,0,320,392,16.34212419,21.78949891,0,1418,278.6818182,482.2160538,232532.3225,0,0,0,1,0,0,0,0,1,291.952381,70.11111111,458.3333333,320,0,0,0,0,0,0,9,631,12,5500,65535,349,3,32,0,0,0,0,0,0,0,0,Benign
40,172.217.10.74-10.42.0.211-443-53545-6,10.42.0.211,53545,172.217.10.74,443,6,16/06/2017 03:55:41,553965,9,10,1913,5943,851,0,212.5555556,359.5003863,1418,0,594.3,710.8458264,14181.40135,34.29819573,30775.83333,41905.19977,141136,17,553965,69245.625,87290.44531,184153,144,424464,47162.66667,71834.97638,180243,17,0,0,0,0,296,328,16.24651377,18.05168197,0,1418,392.8,581.936296,338649.8526,0,0,0,1,0,0,0,0,1,413.4736842,212.5555556,594.3,296,0,0,0,0,0,0,9,1913,10,5943,65535,374,4,32,0,0,0,0,0,0,0,0,Benign
41,172.217.10.74-10.42.0.211-443-43668-6,10.42.0.211,43668,172.217.10.74,443,6,16/06/2017 03:55:41,536192,8,7,1922,1950,843,0,240.25,376.7279238,1418,0,278.5714286,523.0168439,7221.293865,27.97505371,38299.42857,48651.22489,145723,40,536192,76598.85714,88054.98626,183443,150,422378,70396.33333,89429.31885,193472,40,0,0,0,0,264,232,14.92002865,13.05502507,0,1418,242,424.4759907,180179.8667,0,0,0,1,0,0,0,0,0,258.1333333,240.25,278.5714286,264,0,0,0,0,0,0,8,1922,7,1950,65535,383,4,32,0,0,0,0,0,0,0,0,Benign
42,172.217.2.110-10.42.0.211-443-57088-6,10.42.0.211,57088,172.217.2.110,443,6,16/06/2017 03:59:41,248645,1,1,0,0,0,0,0,0,0,0,0,0,0,8.043596292,248645,0,248645,248645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,4.021798146,4.021798146,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,349,349,0,32,0,0,0,0,0,0,0,0,Benign
43,172.217.2.161-10.42.0.211-443-44540-6,10.42.0.211,44540,172.217.2.161,443,6,16/06/2017 03:55:40,2685944,12,16,1100,13580,302,0,91.66666667,126.5272758,1418,0,848.75,640.0862963,5465.489973,10.42464028,99479.40741,452141.9912,2360599,15,2685944,244176.7273,702279.4495,2360599,1514,2626732,175115.4667,612659.598,2387909,15,0,0,0,0,392,520,4.467702975,5.9569373,0,1418,506.2068966,612.8824974,375624.9557,0,0,0,1,0,0,0,0,1,524.2857143,91.66666667,848.75,392,0,0,0,0,0,0,12,1100,16,13580,65535,365,5,32,0,0,0,0,0,0,0,0,Benign
44,131.253.61.80-10.42.0.211-443-46433-6,10.42.0.211,46433,131.253.61.80,443,6,16/06/2017 03:59:42,509057,8,11,1011,11940,581,0,126.375,207.7993108,1448,0,1085.454545,594.1200828,25441.15885,37.32391461,28280.94444,41419.1008,155403,8,450101,64300.14286,56010.29422,155403,144,462270,46227,84905.23017,228540,8,0,0,0,0,264,360,15.71533247,21.60858214,0,1448,647.55,670.1815524,449143.3132,0,0,0,1,0,0,0,0,1,681.6315789,126.375,1085.454545,264,0,0,0,0,0,0,8,1011,11,11940,65535,257,3,32,0,0,0,0,0,0,0,0,Benign
45,131.253.61.80-10.42.0.211-443-46433-6,10.42.0.211,46433,131.253.61.80,443,6,16/06/2017 03:59:43,9945,3,0,0,0,0,0,0,0,0,0,0,0,0,301.6591252,4972.5,6491.947358,9563,382,9945,4972.5,6491.947358,9563,382,0,0,0,0,0,0,0,0,0,96,0,301.6591252,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,96,0,0,0,0,0,0,3,0,0,0,1595,-1,0,32,0,0,0,0,0,0,0,0,Benign
46,172.217.1.162-10.42.0.211-443-40670-6,10.42.0.211,40670,172.217.1.162,443,6,16/06/2017 03:55:43,227325,10,7,997,4447,735,0,99.7,230.7904533,1418,0,635.2857143,641.3295342,23948.09194,74.78279996,14207.8125,16619.08543,48769,6,227325,25258.33333,27291.14027,88913,89,164429,27404.83333,29936.42447,63709,6,0,0,0,0,328,232,43.98988233,30.79291763,0,1418,302.4444444,498.5395403,248541.6732,0,0,0,1,0,0,0,0,0,320.2352941,99.7,635.2857143,328,0,0,0,0,0,0,10,997,7,4447,65535,352,3,32,0,0,0,0,0,0,0,0,Benign
47,172.217.0.238-10.42.0.211-443-48217-6,10.42.0.211,48217,172.217.0.238,443,6,16/06/2017 03:55:43,170918,18,31,456,37226,223,0,25.33333333,66.9178601,1418,0,1200.83871,504.7667512,220468.2947,286.6871833,3560.791667,8123.997795,39748,15,170918,10054,12746.35969,39748,102,105249,3508.3,9163.384295,33535,15,0,0,0,0,584,1000,105.3136592,181.3735241,0,1418,753.64,700.3661072,490512.6841,0,0,0,1,0,0,0,0,1,769.0204082,25.33333333,1200.83871,584,0,0,0,0,0,0,18,456,31,37226,65535,349,3,32,0,0,0,0,0,0,0,0,Benign
48,172.217.0.238-10.42.0.211-443-33215-6,10.42.0.211,33215,172.217.0.238,443,6,16/06/2017 03:55:43,257796,19,28,466,34256,223,0,24.52631579,62.57827847,1418,0,1223.428571,479.6709079,134687.8928,182.3146984,5604.26087,14547.16721,83466,6,257796,14322,21667.09992,83466,14,231718,8582.148148,24154.96173,108354,6,0,0,0,0,616,904,73.7016866,108.6130118,0,1418,723.375,700.8647129,491211.3457,0,0,0,1,0,0,0,0,1,738.7659574,24.52631579,1223.428571,616,0,0,0,0,0,0,19,466,28,34256,65535,349,3,32,0,0,0,0,0,0,0,0,Benign
49,216.58.212.131-10.42.0.211-443-58239-6,10.42.0.211,58239,216.58.212.131,443,6,16/06/2017 03:55:43,876125,8,7,661,4607,414,0,82.625,146.5068867,1418,0,658.1428571,700.5979419,6012.840633,17.12084463,62580.35714,65122.6545,197584,7,876125,125160.7143,105902.6606,322104,86,557820,92970,108504.5605,259795,7,0,0,0,0,264,232,9.131117135,7.989727493,0,1418,329.25,544.515993,296497.6667,0,0,0,1,0,0,0,0,0,351.2,82.625,658.1428571,264,0,0,0,0,0,0,8,661,7,4607,65535,349,3,32,0,0,0,0,0,0,0,0,Benign
50,172.217.0.238-10.42.0.211-443-55273-6,10.42.0.211,55273,172.217.0.238,443,6,16/06/2017 03:55:43,1877573,15,17,685,19374,223,0,45.66666667,83.92059739,1418,0,1139.647059,546.038339,10683.47276,17.04327874,60566.87097,296136.8591,1654885,15,1877573,134112.3571,437978.9008,1654885,71,1851664,115729,426663.3091,1713947,15,0,0,0,0,488,552,7.989036911,9.054241832,0,1418,607.8484848,679.7769451,462096.6951,0,0,0,1,0,0,0,0,1,626.84375,45.66666667,1139.647059,488,0,0,0,0,0,0,15,685,17,19374,65535,357,4,32,0,0,0,0,0,0,0,0,Benign
51,172.217.10.74-10.42.0.211-443-55035-6,10.42.0.211,55035,172.217.10.74,443,6,16/06/2017 03:55:51,628641,9,8,1164,4343,844,0,129.3333333,277.3319311,1418,0,542.875,626.8413874,8760.166772,27.04246144,39290.0625,81110.15236,331352,14,628641,78580.125,151395.6045,450288,84,549179,78454.14286,117744.7627,331352,14,0,0,0,0,296,264,14.31659723,12.72586421,0,1418,305.9444444,496.4123609,246425.232,0,0,0,1,0,0,0,0,0,323.9411765,129.3333333,542.875,296,0,0,0,0,0,0,9,1164,8,4343,65535,362,3,32,0,0,0,0,0,0,0,0,Benign
52,172.217.1.164-10.42.0.211-443-57054-6,10.42.0.211,57054,172.217.1.164,443,6,16/06/2017 03:55:52,219509,8,8,1044,861,517,0,130.5,229.0202736,452,0,107.625,165.2581854,8678.459653,72.88994984,14633.93333,18285.09619,62631,43,219509,31358.42857,25207.42469,70188,1583,154885,22126.42857,25007.46106,69189,43,0,0,0,0,264,264,36.44497492,36.44497492,0,517,112.0588235,189.3671931,35859.93382,0,0,0,1,0,0,0,0,1,119.0625,130.5,107.625,264,0,0,0,0,0,0,8,1044,8,861,65535,349,3,32,0,0,0,0,0,0,0,0,Benign
53,172.217.10.74-10.42.0.211-443-44173-6,10.42.0.211,44173,172.217.10.74,443,6,16/06/2017 03:55:53,358862,10,10,2810,4367,1305,0,281,506.598241,1418,0,436.7,585.4878403,19999.33122,55.73172975,18887.47368,24168.08594,77447,8,358862,39873.55556,39611.28885,117279,121,311358,34595.33333,34661.81064,84956,8,0,0,0,0,328,328,27.86586487,27.86586487,0,1418,341.7619048,530.9799342,281939.6905,0,0,0,1,0,0,0,0,1,358.85,281,436.7,328,0,0,0,0,0,0,10,2810,10,4367,65535,383,4,32,0,0,0,0,0,0,0,0,Benign
54,172.217.10.74-10.42.0.211-443-57402-6,10.42.0.211,57402,172.217.10.74,443,6,16/06/2017 03:59:02,54201307,3,0,31,0,31,0,10.33333333,17.89785834,0,0,0,0,0.571941928,0.055349219,27100653.5,38324636.7,54200264,1043,54201307,27100653.5,38324636.7,54200264,1043,0,0,0,0,0,0,0,0,0,108,0,0.055349219,0,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.33333333,10.33333333,0,108,0,0,0,0,0,0,3,31,0,0,1637,-1,1,32,0,0,0,0,54200264,0,54200264,54200264,Benign
55,131.253.61.80-10.42.0.211-443-46434-6,10.42.0.211,46434,131.253.61.80,443,6,16/06/2017 03:59:42,18193775,8,6,430,5679,218,0,53.75,99.53857831,1448,0,946.5,708.2603335,335.7741865,0.769493962,1399521.154,4911072.832,17742827,5,18193775,2599110.714,6678332.378,17742827,367,397834,79566.8,145945.6671,336265,5,0,0,0,0,264,200,0.439710835,0.329783126,0,1448,407.2666667,626.0883628,391986.6381,0,0,0,1,0,0,0,0,0,436.3571429,53.75,946.5,264,0,0,0,0,0,0,8,430,6,5679,65535,259,2,32,0,0,0,0,0,0,0,0,Benign
56,10.42.0.211-23.53.114.188-45133-443-6,10.42.0.211,45133,23.53.114.188,443,6,16/06/2017 03:59:43,17780291,4,2,0,0,0,0,0,0,0,0,0,0,0,0.337452295,3556058.2,6487206.166,14995409,6338,17780291,5926763.667,8042712.684,15101635,93724,15001747,15001747,0,15001747,15001747,0,0,0,0,148,80,0.224968197,0.112484098,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,4,0,2,0,65535,28960,0,32,93724,0,93724,93724,14995409,0,14995409,14995409,Benign
57,10.42.0.211-65.55.118.92-55511-80-6,10.42.0.211,55511,65.55.118.92,80,6,16/06/2017 03:59:42,19154652,3,1,0,0,0,0,0,0,0,0,0,0,0,0.208826556,6384884,11012884.98,19101445,5558,19154652,9577326,13469138.26,19101445,53207,0,0,0,0,0,0,0,0,0,104,40,0.156619917,0.052206639,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,65535,4380,0,32,0,0,0,0,0,0,0,0,Benign
58,10.42.0.211-65.55.118.92-55511-80-6,65.55.118.92,80,10.42.0.211,55511,6,16/06/2017 04:00:01,44,2,0,0,0,0,0,0,0,0,0,0,0,0,45454.54545,44,0,44,44,44,44,0,44,44,0,0,0,0,0,0,0,0,0,64,0,45454.54545,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,4380,-1,0,32,0,0,0,0,0,0,0,0,Benign
59,10.42.0.211-23.53.114.188-45133-443-6,23.53.114.188,443,10.42.0.211,45133,6,16/06/2017 04:00:01,999,2,0,0,0,0,0,0,0,0,0,0,0,0,2002.002002,999,0,999,999,999,999,0,999,999,0,0,0,0,0,0,0,0,0,64,0,2002.002002,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,905,-1,0,32,0,0,0,0,0,0,0,0,Benign
60,172.217.12.174-10.42.0.211-443-52273-6,172.217.12.174,443,10.42.0.211,52273,6,16/06/2017 03:57:46,182148,1,1,0,0,0,0,0,0,0,0,0,0,0,10.98008213,182148,0,182148,182148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,5.490041066,5.490041066,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,357,1727,0,32,0,0,0,0,0,0,0,0,Benign
61,172.217.12.174-10.42.0.211-443-52273-6,172.217.12.174,443,10.42.0.211,52273,6,16/06/2017 04:00:02,270374,1,1,0,0,0,0,0,0,0,0,0,0,0,7.39716097,270374,0,270374,270374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,3.698580485,3.698580485,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,1727,1727,0,32,0,0,0,0,0,0,0,0,Benign
62,172.217.12.174-10.42.0.211-443-52273-6,10.42.0.211,52273,172.217.12.174,443,6,16/06/2017 04:00:03,1077471,2,0,0,0,0,0,0,0,0,0,0,0,0,1.85619845,1077471,0,1077471,1077471,1077471,1077471,0,1077471,1077471,0,0,0,0,0,0,0,0,0,64,0,1.85619845,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,1727,-1,0,32,0,0,0,0,0,0,0,0,Benign
63,172.217.12.174-10.42.0.211-443-52273-6,10.42.0.211,52273,172.217.12.174,443,6,16/06/2017 04:00:06,4329998,2,0,0,0,0,0,0,0,0,0,0,0,0,0.461893978,4329998,0,4329998,4329998,4329998,4329998,0,4329998,4329998,0,0,0,0,0,0,0,0,0,64,0,0.461893978,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,1727,-1,0,32,0,0,0,0,0,0,0,0,Benign
64,169.47.42.199-10.42.0.211-5222-44837-6,10.42.0.211,44837,169.47.42.199,5222,6,16/06/2017 03:58:16,119788498,31,24,1054,517,259,0,34,75.03332593,67,0,21.54166667,25.60397246,13.11478169,0.45914258,2218305.519,7917877.206,39698753,536,119788498,3992949.933,10357525.62,39698753,843,119713718,5204944.261,11644541.41,39773342,536,1,0,0,0,992,768,0.258789454,0.200353126,0,259,28.10714286,58.26574811,3394.897403,0,1,0,0,1,0,0,0,0,28.61818182,34,21.54166667,992,0,0,0,0,0,0,31,1054,24,517,1447,514,19,32,1624657.75,1733329.419,3132493,123404,27752733.25,12822760.16,39698753,16171366,Benign
65,172.217.12.174-10.42.0.211-443-52273-6,10.42.0.211,52273,172.217.12.174,443,6,16/06/2017 04:00:19,17308630,2,0,0,0,0,0,0,0,0,0,0,0,0,0.115549295,17308630,0,17308630,17308630,17308630,17308630,0,17308630,17308630,0,0,0,0,0,0,0,0,0,64,0,0.115549295,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,1727,-1,0,32,0,0,0,0,0,0,0,0,Benign
66,8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,16/06/2017 03:57:47,106395853,3,0,0,0,0,0,0,0,0,0,0,0,0,0.028196588,53197926.5,2609670.207,55043242,51352611,106395853,53197926.5,2609670.207,55043242,51352611,0,0,0,0,0,0,0,0,0,0,0,0.028196588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0,0,0,0,53197926.5,2609670.207,55043242,51352611,Benign
67,172.217.10.74-10.42.0.211-443-49089-6,10.42.0.211,49089,172.217.10.74,443,6,16/06/2017 03:55:41,61176618,55,104,4634,136984,1368,0,84.25454545,267.3646572,1418,0,1317.153846,348.8388163,2314.904037,2.599032199,387193.7848,4711363.541,59221567,-3,61176618,1132900.333,8055747.696,59221567,79,61135226,593545.8835,5842681.78,59302732,8,0,0,0,0,1768,3336,0.899036295,1.699995904,0,1418,885.1125,672.2983295,451985.0439,0,0,0,1,0,0,0,0,1,890.6792453,84.25454545,1317.153846,1768,0,0,0,0,0,0,55,4634,104,136984,65535,439,7,32,1852715,0,1852715,1852715,59221567,0,59221567,59221567,Benign
68,10.42.0.211-104.244.43.67-54704-443-6,10.42.0.211,54704,104.244.43.67,443,6,16/06/2017 04:00:37,10304868,17,24,800,27542,466,0,47.05882353,122.129271,1448,0,1147.583333,534.3328157,2750.350611,3.978702105,257621.7,1588817.225,10054600,2,250069,15629.3125,19715.64185,62701,2,10281316,447013.7391,2095539.924,10059268,5,0,0,0,0,552,776,1.649705751,2.328996354,0,1448,674.8095238,686.531588,471325.6214,0,0,0,1,0,0,0,0,1,691.2682927,47.05882353,1147.583333,552,0,0,0,0,0,0,17,800,24,27542,65535,62,3,32,250069,0,250069,250069,10054600,0,10054600,10054600,Benign
69,10.42.0.211-104.244.43.67-54703-443-6,10.42.0.211,54703,104.244.43.67,443,6,16/06/2017 04:00:37,10306774,48,108,799,148878,465,0,16.64583333,74.67161857,1448,0,1378.5,284.1822339,14522.19676,15.13567679,66495.31613,801220.9298,9976777,1,329985,7020.957447,14195.50912,69640,1,10283106,96103.79439,964985.9093,9983865,1,0,0,0,0,1544,3464,4.65713132,10.47854547,0,1448,953.3566879,676.7635558,458008.9104,0,0,0,1,0,0,0,0,2,959.4679487,16.64583333,1378.5,1544,0,0,0,0,0,0,48,799,108,148878,65535,61,3,32,329985,0,329985,329985,9976777,0,9976777,9976777,Benign
70,10.42.0.211-104.244.43.67-54702-443-6,10.42.0.211,54702,104.244.43.67,443,6,16/06/2017 04:00:37,10335317,11,9,800,5835,466,0,72.72727273,147.6868924,1448,0,648.3333333,696.8780381,641.973536,1.935112392,543964.0526,2317262.328,10112842,4,222452,22245.2,22504.90932,64448,56,10311896,1288987,3566993.789,10116292,4,0,0,0,0,360,296,1.064311815,0.870800576,0,1448,315.952381,540.7443459,292404.4476,0,0,0,1,0,0,0,0,0,331.75,72.72727273,648.3333333,360,0,0,0,0,0,0,11,800,9,5835,65535,62,3,32,222452,0,222452,222452,10112842,0,10112842,10112842,Benign
71,10.42.0.211-104.244.43.67-54705-443-6,10.42.0.211,54705,104.244.43.67,443,6,16/06/2017 04:00:37,10364000,37,100,797,137985,463,0,21.54054054,84.38358009,1448,0,1379.85,276.5271417,13390.77576,13.21883443,76205.88235,858429.7029,10012902,2,351053,9751.472222,17847.55546,89046,4,10340473,104449.2222,1010325.415,10054636,2,0,0,0,0,1192,3208,3.570050174,9.648784253,0,1448,1005.666667,654.4287009,428276.9246,0,0,0,1,0,0,0,0,2,1013.007299,21.54054054,1379.85,1192,0,0,0,0,0,0,37,797,100,137985,65535,61,3,32,351053,0,351053,351053,10012902,0,10012902,10012902,Benign
72,172.217.1.164-10.42.0.211-443-33866-6,10.42.0.211,33866,172.217.1.164,443,6,16/06/2017 03:56:50,131051,7,6,922,1144,517,0,131.7142857,213.6061128,830,0,190.6666667,322.5291718,15764.8549,99.19802214,10920.91667,11880.75507,35539,46,131051,21841.83333,22181.2031,61565,882,105126,21025.2,19791.9595,42003,46,0,0,0,0,232,200,53.41431962,45.78370253,0,830,147.5714286,252.4604201,63736.26374,0,0,0,1,0,0,0,0,0,158.9230769,131.7142857,190.6666667,232,0,0,0,0,0,0,7,922,6,1144,65535,349,3,32,0,0,0,0,0,0,0,0,Benign
73,10.42.0.211-104.244.43.67-54707-443-6,10.42.0.211,54707,104.244.43.67,443,6,16/06/2017 04:00:39,11066284,56,115,1608,158236,443,0,28.71428571,100.3033063,1448,0,1375.965217,288.7028136,14444.2344,15.45234154,65095.78824,772832.9534,10068714,5,997555,18137.36364,69796.6282,473154,9,11041917,96858.92105,944179.4348,10073774,5,0,0,0,0,1800,3688,5.060415945,10.3919256,0,1448,929.3255814,680.906902,463634.2092,0,0,0,1,0,0,0,0,2,934.7602339,28.71428571,1375.965217,1800,0,0,0,0,0,0,56,1608,115,158236,65535,65,5,32,997555,0,997555,997555,10068714,0,10068714,10068714,Benign
74,10.42.0.211-104.244.43.67-54706-443-6,10.42.0.211,54706,104.244.43.67,443,6,16/06/2017 04:00:39,11089555,15,17,1612,15159,447,0,107.4666667,175.278907,1448,0,891.7058824,626.513045,1512.323984,2.885598205,357727.5806,1803779.871,10062463,8,1027080,73362.85714,138552.8537,490314,819,11065930,691620.625,2507620.676,10078875,8,0,0,0,0,488,552,1.352624158,1.532974046,0,1448,508.2121212,609.2463458,371181.1098,0,0,0,1,0,0,0,0,1,524.09375,107.4666667,891.7058824,488,0,0,0,0,0,0,15,1612,17,15159,65535,65,5,32,1027080,0,1027080,1027080,10062463,0,10062463,10062463,Benign
75,172.217.1.163-10.42.0.211-80-40301-6,10.42.0.211,40301,172.217.1.163,80,6,16/06/2017 03:56:51,93188,4,3,371,845,371,0,92.75,185.5,845,0,281.6666667,487.8609775,13048.89042,75.11696785,15531.33333,16324.8565,41668,681,93188,31062.66667,33488.79004,66971,681,67817,33908.5,10973.59014,41668,26149,0,0,0,0,136,104,42.92398163,32.19298622,0,845,152,308.6454276,95262,0,0,0,1,0,0,0,0,0,173.7142857,92.75,281.6666667,136,0,0,0,0,0,0,4,371,3,845,65535,340,1,32,0,0,0,0,0,0,0,0,Benign
76,10.42.0.211-104.244.43.67-54702-443-6,104.244.43.67,443,10.42.0.211,54702,6,16/06/2017 04:00:48,3210102,1,3,0,0,0,0,0,0,0,0,0,0,0,1.246066324,1070034,1845015.034,3200470,1307,0,0,0,0,0,3201777,1600888.5,2262149.851,3200470,1307,0,0,0,0,32,108,0.311516581,0.934549743,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,32,0,0,0,0,0,0,1,0,3,0,62,1595,0,32,0,0,0,0,0,0,0,0,Benign
77,10.42.0.211-104.244.43.67-54704-443-6,104.244.43.67,443,10.42.0.211,54704,6,16/06/2017 04:00:48,3272355,1,3,0,0,0,0,0,0,0,0,0,0,0,1.222361266,1090785,1828296.168,3201562,1748,0,0,0,0,0,3203310,1601655,2262610.178,3201562,1748,0,0,0,0,32,108,0.305590316,0.916770949,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,32,0,0,0,0,0,0,1,0,3,0,62,2319,0,32,0,0,0,0,0,0,0,0,Benign
78,10.42.0.211-104.244.43.67-54705-443-6,104.244.43.67,443,10.42.0.211,54705,6,16/06/2017 04:00:48,3212085,1,3,0,0,0,0,0,0,0,0,0,0,0,1.245297058,1070695,1845434.378,3201614,1210,0,0,0,0,0,3202824,1601412,2263027.371,3201614,1210,0,0,0,0,32,108,0.311324264,0.933972793,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,32,0,0,0,0,0,0,1,0,3,0,61,5758,0,32,0,0,0,0,0,0,0,0,Benign
79,10.42.0.211-104.244.43.67-54703-443-6,104.244.43.67,443,10.42.0.211,54703,6,16/06/2017 04:00:48,3279770,1,3,0,0,0,0,0,0,0,0,0,0,0,1.219597716,1093256.667,1826338.268,3201687,1590,0,0,0,0,0,3203277,1601638.5,2262810.289,3201687,1590,0,0,0,0,32,108,0.304899429,0.914698287,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,32,0,0,0,0,0,0,1,0,3,0,61,6075,0,32,0,0,0,0,0,0,0,0,Benign
80,172.217.1.164-10.42.0.211-443-33866-6,10.42.0.211,33866,172.217.1.164,443,6,16/06/2017 04:00:50,620109,3,0,0,0,0,0,0,0,0,0,0,0,0,4.837859151,310054.5,276838.6688,505809,114300,620109,310054.5,276838.6688,505809,114300,0,0,0,0,0,0,0,0,0,96,0,4.837859151,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,96,0,0,0,0,0,0,3,0,0,0,349,-1,0,32,0,0,0,0,0,0,0,0,Benign
81,10.42.0.211-104.244.43.67-54707-443-6,10.42.0.211,54707,104.244.43.67,443,6,16/06/2017 04:00:50,457530,3,0,0,0,0,0,0,0,0,0,0,0,0,6.556947085,228765,278776.8485,425890,31640,457530,228765,278776.8485,425890,31640,0,0,0,0,0,0,0,0,0,96,0,6.556947085,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,96,0,0,0,0,0,0,3,0,0,0,6347,-1,0,32,0,0,0,0,0,0,0,0,Benign
82,10.42.0.211-104.244.43.67-54706-443-6,10.42.0.211,54706,104.244.43.67,443,6,16/06/2017 04:00:50,435683,3,0,0,0,0,0,0,0,0,0,0,0,0,6.88574032,217841.5,251316.3566,395549,40134,435683,217841.5,251316.3566,395549,40134,0,0,0,0,0,0,0,0,0,96,0,6.88574032,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,96,0,0,0,0,0,0,3,0,0,0,1957,-1,0,32,0,0,0,0,0,0,0,0,Benign
83,172.217.1.163-10.42.0.211-80-40301-6,10.42.0.211,40301,172.217.1.163,80,6,16/06/2017 04:00:51,627321,3,0,0,0,0,0,0,0,0,0,0,0,0,4.782240671,313660.5,330571.7131,547410,79911,627321,313660.5,330571.7131,547410,79911,0,0,0,0,0,0,0,0,0,96,0,4.782240671,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,96,0,0,0,0,0,0,3,0,0,0,340,-1,0,32,0,0,0,0,0,0,0,0,Benign
84,10.42.0.211-104.244.42.193-37033-80-6,10.42.0.211,37033,104.244.42.193,80,6,16/06/2017 04:00:36,15447944,3,1,0,0,0,0,0,0,0,0,0,0,0,0.258934134,5149314.667,8851363.359,15369913,4948,15447944,7723972,10812993.46,15369913,78031,0,0,0,0,0,0,0,0,0,104,40,0.1942006,0.064733533,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,65535,28960,0,32,0,0,0,0,0,0,0,0,Benign
